http://www.wikidata.org/entity/Q1001,Mahatma Gandhi,264,politician_barrister_political writer_journalist_philosopher_autobiographer_essayist_newspaper editor_civil rights advocate_memoirist_humanitarian_peace activist_revolutionary_writer_jurist
http://www.wikidata.org/entity/Q100937,Fred Astaire,96,film actor_choreographer_singer_dancer_film producer_musician_screenwriter_stage actor_voice actor_television presenter_television actor_recording artist
http://www.wikidata.org/entity/Q101137,Yasuo Fukuda,75,politician_economist
http://www.wikidata.org/entity/Q10118,Viktoryja Azarenka,71,tennis player
http://www.wikidata.org/entity/Q10125,Andy Murray,86,tennis player
http://www.wikidata.org/entity/Q10132,Rafael Nadal,146,tennis player_model
http://www.wikidata.org/entity/Q10133,Gaius Suetonius Tranquillus,91,writer_historian_secretary_biographer_poet_antiquarian
http://www.wikidata.org/entity/Q101410,François Fillon,82,politician_lawyer_legislative assistant
http://www.wikidata.org/entity/Q101547,Thabo Mbeki,98,politician_economist
http://www.wikidata.org/entity/Q101638,Mary Wollstonecraft,119,writer_translator_philosopher_historian_novelist_essayist_governess_businessperson_travel writer_children's writer
http://www.wikidata.org/entity/Q101698,Gaetano Donizetti,75,composer
http://www.wikidata.org/entity/Q101740,Benoît Mandelbrot,77,mathematician_economist_professor_scientist_writer_computer scientist_engineer_university teacher
http://www.wikidata.org/entity/Q101886,Joachim von Ribbentrop,87,politician_diplomat
http://www.wikidata.org/entity/Q102027,Fabio Cannavaro,79,association football player_association football manager
http://www.wikidata.org/entity/Q102034,Ronald Ross,89,physician_mathematician_epidemiologist_poet_novelist_malariologist_microbiologist_zoologist_pathologist_botanist
http://www.wikidata.org/entity/Q102071,Tove Jansson,81,painter_writer_illustrator_children's writer_cartoonist
http://www.wikidata.org/entity/Q102272,Jan van Eyck,84,painter_illuminator_architect_drawer_architectural draftsperson
http://www.wikidata.org/entity/Q102289,Richard Buckminster Fuller,83,architect_inventor_writer_diarist_university teacher_scientist_poet_artist_visual artist_engineer_philosopher_designer_mathematician
http://www.wikidata.org/entity/Q102323,Snorri Sturluson,76,writer_skald_historian_politician_diplomat_poet
http://www.wikidata.org/entity/Q102341,Farrah Fawcett,73,television actor_film actor_model_film producer_artist_visual artist_stage actor_actor
http://www.wikidata.org/entity/Q102462,James Stewart,91,television actor_film actor_military officer_aircraft pilot_character actor_television director_screenwriter_military personnel_stage actor_poet_voice actor_film director_actor
http://www.wikidata.org/entity/Q102483,Jaroslav Seifert,90,translator_poet_journalist_essayist_writer_opinion journalist
http://www.wikidata.org/entity/Q102490,Evangelista Torricelli,88,mathematician_physicist_inventor
http://www.wikidata.org/entity/Q102513,Harriet Beecher Stowe,112,novelist_poet_children's writer_short story writer_writer_abolitionist
http://www.wikidata.org/entity/Q102551,Ernest Borgnine,76,actor_film actor_character actor_military officer_television actor_voice actor_stage actor
http://www.wikidata.org/entity/Q10261,Pythagoras,201,mathematician_philosopher_politician_writer_musicologist_music theorist
http://www.wikidata.org/entity/Q102648,Wilhelm Steinitz,70,chess player_chess composer_chess theoretician
http://www.wikidata.org/entity/Q102664,Michail Tal,73,chess player_writer_journalist_chess composer
http://www.wikidata.org/entity/Q102711,Dennis Hopper,76,television actor_film actor_film director_actor_photographer_screenwriter_writer_painter_character actor_artist_filmmaker_visual artist_voice actor_sculptor_art collector_printmaker
http://www.wikidata.org/entity/Q102813,Yul Brynner,71,film actor_television director_photographer_writer_musician_stage actor_actor_television actor_acrobat
http://www.wikidata.org/entity/Q102851,Boëthius,91,philosopher_statesperson_writer_musicologist_music theorist_politician_mathematician_translator
http://www.wikidata.org/entity/Q10287,Manuel Valls,73,politician_international forum participant
http://www.wikidata.org/entity/Q10304982,Jair Bolsonaro,139,politician_military officer_international forum participant
http://www.wikidata.org/entity/Q103114,Michel Houellebecq,78,poet_film director_songwriter_essayist_novelist_actor_photographer_film screenwriter_writer
http://www.wikidata.org/entity/Q103157,Kurt Russell,74,baseball player_film actor_television actor_film producer_screenwriter
http://www.wikidata.org/entity/Q103285,José Martí,90,linguist_poet_writer_translator_military personnel_politician_essayist_journalist_painter_revolutionary
http://www.wikidata.org/entity/Q103343,Jennifer Connelly,78,actor_voice actor_model_singer
http://www.wikidata.org/entity/Q1035128,Kapitein Haak,31,pirate_sailor_swordfighter
http://www.wikidata.org/entity/Q103591,Germaine Greer,75,essayist_journalist_professor_screenwriter_actor_writer_women's rights activist_critic_broadcaster_university teacher
http://www.wikidata.org/entity/Q103759,Cesária Évora,70,singer
http://www.wikidata.org/entity/Q103767,Charlie Parker,73,saxophonist_jazz musician_musician_composer
http://www.wikidata.org/entity/Q103774,Ravi Shankar,94,composer_sitarist_film director_politician
http://www.wikidata.org/entity/Q103894,Alec Guinness,80,film actor_autobiographer_character actor_screenwriter_stage actor_television actor
http://www.wikidata.org/entity/Q10390,John McCain,127,politician_naval officer_autobiographer_fighter pilot_statesperson_aircraft pilot_screenwriter_writer_author_television presenter_international forum participant
http://www.wikidata.org/entity/Q103955,Gustav Stresemann,79,politician_statesperson_diplomat
http://www.wikidata.org/entity/Q104027,Kirk Douglas,95,film producer_television actor_film actor_film director_screenwriter_author_soldier_stage actor_actor
http://www.wikidata.org/entity/Q104190,Robert Walpole,85,politician_art collector
http://www.wikidata.org/entity/Q104358,Billie Holiday,82,actor_songwriter_author_singer-songwriter_jazz singer_composer_autobiographer_musician
http://www.wikidata.org/entity/Q104372,Doris Day,94,film actor_singer_television actor_recording artist_actor
http://www.wikidata.org/entity/Q104454,Mario Götze,75,association football player
http://www.wikidata.org/entity/Q104506,Björn Borg,78,tennis player_tennis player
http://www.wikidata.org/entity/Q1046049,Kapitein Nemo,35,explorer_engineer_terrorist_submariner_ship captain_researcher
http://www.wikidata.org/entity/Q104622,Tawakkul Karman,88,peace activist_journalist_politician_human rights activist
http://www.wikidata.org/entity/Q1047,Jawaharlal Nehru,173,statesperson_writer_politician_autobiographer_barrister_trade unionist
http://www.wikidata.org/entity/Q10479,Catherine Middleton,98,businessperson_socialite_philanthropist_aristocrat
http://www.wikidata.org/entity/Q104791,Ed Harris,72,film actor_film director_character actor_screenwriter_film producer_stage actor_television actor_voice actor_actor_theatrical director
http://www.wikidata.org/entity/Q1048,Julius Caesar,272,orator_memoirist_ruler_Ancient Roman historian_poet_Ancient Roman priest_Ancient Roman politician_Ancient Roman military personnel_politician_military leader_writer_historian
http://www.wikidata.org/entity/Q104859,Michael Collins,84,military officer_astronaut_aircraft pilot_businessperson_test pilot_autobiographer_actor_airman_entrepreneur
http://www.wikidata.org/entity/Q104884,Caspar David Friedrich,85,painter_sculptor_architectural draftsperson_watercolorist_printmaker_drawer_landscape painter
http://www.wikidata.org/entity/Q10490,Ayrton Senna,103,Formula One driver_racing automobile driver_businessperson_philanthropist
http://www.wikidata.org/entity/Q10494,Alain Prost,70,racing automobile driver_Formula One driver
http://www.wikidata.org/entity/Q10510,Jenson Button,72,racing automobile driver_autobiographer_Formula One driver
http://www.wikidata.org/entity/Q10514,Fernando Alonso,116,Formula One driver
http://www.wikidata.org/entity/Q105167,Tom Clancy,74,writer_novelist_non-fiction writer_prosaist
http://www.wikidata.org/entity/Q10520,David Beckham,128,association football player_model_blogger_actor_entrepreneur
http://www.wikidata.org/entity/Q10524,Ryan Giggs,80,association football player_association football manager
http://www.wikidata.org/entity/Q105428,Johann Heinrich Pestalozzi,85,pedagogue_philanthropist_philosopher_politician_writer_farmer_teacher
http://www.wikidata.org/entity/Q1058,Narendra Modi,161,politician_writer_social worker_bibliographer_international forum participant
http://www.wikidata.org/entity/Q1059948,Khalifa bin Zayed Al Nahayan,77,politician
http://www.wikidata.org/entity/Q106099,Jeanne Moreau,74,film actor_film director_singer_screenwriter_musician_film producer_stage actor_actor_recording artist
